sido,sigungu,yyyymm,value,year,month
강원도,홍천군,201812,491,2018,12
강원도,홍천군,201903,432,2019,3
강원도,홍천군,201906,557,2019,6
강원도,홍천군,201909,594,2019,9
강원도,홍천군,201912,457,2019,12
강원도,홍천군,202003,424,2020,3
강원도,홍천군,202006,433,2020,6
강원도,홍천군,202009,410,2020,9
강원도,홍천군,202012,391,2020,12
강원도,홍천군,202103,364,2021,3
강원도,홍천군,202106,344,2021,6
강원도,홍천군,202109,345,2021,9
강원도,홍천군,202112,324,2021,12
강원도,홍천군,202203,339,2022,3
강원도,홍천군,202206,380,2022,6
강원도,홍천군,202209,442,2022,9
강원도,홍천군,202212,446,2022,12
강원도,홍천군,202303,445,2023,3
강원도,화천군,200906,32,2009,6
강원도,화천군,200912,23,2009,12
강원도,화천군,201006,21,2010,6
강원도,화천군,201012,29,2010,12
강원도,화천군,201106,56,2011,6
강원도,화천군,201112,39,2011,12
강원도,화천군,201206,44,2012,6
강원도,화천군,201212,41,2012,12
강원도,화천군,201303,76,2013,3
강원도,화천군,201306,54,2013,6
강원도,화천군,201309,73,2013,9
강원도,화천군,201312,47,2013,12
강원도,화천군,201403,43,2014,3
강원도,화천군,201406,84,2014,6
강원도,화천군,201409,104,2014,9
강원도,화천군,201412,67,2014,12
강원도,화천군,201503,56,2015,3
강원도,화천군,201506,87,2015,6
강원도,화천군,201509,95,2015,9
강원도,화천군,201512,65,2015,12
강원도,화천군,201603,53,2016,3
강원도,화천군,201606,98,2016,6
강원도,화천군,201609,131,2016,9
강원도,화천군,201612,80,2016,12
강원도,화천군,201703,62,2017,3
강원도,화천군,201706,82,2017,6
강원도,화천군,201709,120,2017,9
강원도,화천군,201712,90,2017,12
강원도,화천군,201803,77,2018,3
강원도,화천군,201806,123,2018,6
강원도,화천군,201809,135,2018,9
강원도,화천군,201812,107,2018,12
강원도,화천군,201903,96,2019,3
강원도,화천군,201906,112,2019,6
강원도,화천군,201909,128,2019,9
강원도,화천군,201912,101,2019,12
강원도,화천군,202003,93,2020,3
강원도,화천군,202006,87,2020,6
강원도,화천군,202009,88,2020,9
강원도,화천군,202012,83,2020,12
강원도,화천군,202103,73,2021,3
강원도,화천군,202106,73,2021,6
강원도,화천군,202109,71,2021,9
강원도,화천군,202112,70,2021,12
강원도,화천군,202203,77,2022,3
강원도,화천군,202206,80,2022,6
강원도,화천군,202209,87,2022,9
강원도,화천군,202212,89,2022,12
강원도,화천군,202303,84,2023,3
강원도,횡성군,200906,144,2009,6
강원도,횡성군,200912,136,2009,12
강원도,횡성군,201006,151,2010,6
강원도,횡성군,201012,163,2010,12
강원도,횡성군,201106,177,2011,6
강원도,횡성군,201112,174,2011,12
강원도,횡성군,201206,186,2012,6
강원도,횡성군,201212,168,2012,12
강원도,횡성군,201303,332,2013,3
강원도,횡성군,201306,192,2013,6
강원도,횡성군,201309,213,2013,9
강원도,횡성군,201312,236,2013,12
강원도,횡성군,201403,233,2014,3
강원도,횡성군,201406,274,2014,6
강원도,횡성군,201409,277,2014,9
강원도,횡성군,201412,272,2014,12
강원도,횡성군,201503,273,2015,3
강원도,횡성군,201506,273,2015,6
강원도,횡성군,201509,297,2015,9
강원도,횡성군,201512,321,2015,12
강원도,횡성군,201603,318,2016,3
강원도,횡성군,201606,382,2016,6
강원도,횡성군,201609,373,2016,9
강원도,횡성군,201612,325,2016,12
강원도,횡성군,201703,276,2017,3
강원도,횡성군,201706,271,2017,6
강원도,횡성군,201709,298,2017,9
강원도,횡성군,201712,290,2017,12
강원도,횡성군,201803,276,2018,3
강원도,횡성군,201806,295,2018,6
강원도,횡성군,201809,284,2018,9
강원도,횡성군,201812,275,2018,12
강원도,횡성군,201903,274,2019,3
강원도,횡성군,201906,294,2019,6
강원도,횡성군,201909,301,2019,9
강원도,횡성군,201912,298,2019,12
강원도,횡성군,202003,284,2020,3
강원도,횡성군,202006,277,2020,6
강원도,횡성군,202009,272,2020,9
강원도,횡성군,202012,269,2020,12
강원도,횡성군,202103,263,2021,3
강원도,횡성군,202106,259,2021,6
강원도,횡성군,202109,269,2021,9
강원도,횡성군,202112,283,2021,12
강원도,횡성군,202203,292,2022,3
강원도,횡성군,202206,283,2022,6
강원도,횡성군,202209,315,2022,9
강원도,횡성군,202212,367,2022,12
강원도,횡성군,202303,385,2023,3
강원특별자치도,강릉시,202306,454,2023,6
강원특별자치도,강릉시,202309,476,2023,9
강원특별자치도,강릉시,202312,487,2023,12
강원특별자치도,강릉시,202403,508,2024,3
강원특별자치도,강릉시,202406,506,2024,6
강원특별자치도,강릉시,202409,502,2024,9
강원특별자치도,강릉시,202412,526,2024,12
강원특별자치도,강릉시,202503,526,2025,3
강원특별자치도,강릉시,202506,529,2025,6
강원특별자치도,고성군,202306,167,2023,6
강원특별자치도,고성군,202309,198,2023,9
강원특별자치도,고성군,202312,193,2023,12
강원특별자치도,고성군,202403,197,2024,3
강원특별자치도,고성군,202406,215,2024,6
강원특별자치도,고성군,202409,232,2024,9
강원특별자치도,고성군,202412,246,2024,12
강원특별자치도,고성군,202503,236,2025,3
강원특별자치도,고성군,202506,232,2025,6
강원특별자치도,동해시,202306,272,2023,6
강원특별자치도,동해시,202309,281,2023,9
강원특별자치도,동해시,202312,295,2023,12
강원특별자치도,동해시,202403,305,2024,3
강원특별자치도,동해시,202406,294,2024,6
강원특별자치도,동해시,202409,306,2024,9
강원특별자치도,동해시,202412,315,2024,12
강원특별자치도,동해시,202503,324,2025,3
강원특별자치도,동해시,202506,331,2025,6
강원특별자치도,삼척시,202306,136,2023,6
강원특별자치도,삼척시,202309,153,2023,9
강원특별자치도,삼척시,202312,156,2023,12
강원특별자치도,삼척시,202403,163,2024,3
강원특별자치도,삼척시,202406,157,2024,6
강원특별자치도,삼척시,202409,151,2024,9
강원특별자치도,삼척시,202412,156,2024,12
강원특별자치도,삼척시,202503,148,2025,3
강원특별자치도,삼척시,202506,151,2025,6
강원특별자치도,속초시,202306,245,2023,6
강원특별자치도,속초시,202309,258,2023,9
강원특별자치도,속초시,202312,265,2023,12
강원특별자치도,속초시,202403,298,2024,3
강원특별자치도,속초시,202406,315,2024,6
강원특별자치도,속초시,202409,316,2024,9
강원특별자치도,속초시,202412,357,2024,12
강원특별자치도,속초시,202503,370,2025,3
강원특별자치도,속초시,202506,376,2025,6
강원특별자치도,양구군,202306,93,2023,6
강원특별자치도,양구군,202309,110,2023,9
강원특별자치도,양구군,202312,102,2023,12
강원특별자치도,양구군,202403,102,2024,3
강원특별자치도,양구군,202406,109,2024,6
강원특별자치도,양구군,202409,114,2024,9
강원특별자치도,양구군,202412,113,2024,12
강원특별자치도,양구군,202503,110,2025,3
강원특별자치도,양구군,202506,124,2025,6
강원특별자치도,양양군,202306,131,2023,6
강원특별자치도,양양군,202309,129,2023,9
강원특별자치도,양양군,202312,128,2023,12
강원특별자치도,양양군,202403,147,2024,3
강원특별자치도,양양군,202406,148,2024,6
강원특별자치도,양양군,202409,150,2024,9
강원특별자치도,양양군,202412,165,2024,12
강원특별자치도,양양군,202503,168,2025,3
강원특별자치도,양양군,202506,175,2025,6
강원특별자치도,영월군,202306,61,2023,6
강원특별자치도,영월군,202309,61,2023,9
강원특별자치도,영월군,202312,86,2023,12
강원특별자치도,영월군,202403,95,2024,3
강원특별자치도,영월군,202406,95,2024,6
강원특별자치도,영월군,202409,102,2024,9
강원특별자치도,영월군,202412,109,2024,12
강원특별자치도,영월군,202503,109,2025,3
강원특별자치도,영월군,202506,121,2025,6
강원특별자치도,원주시,202306,863,2023,6
강원특별자치도,원주시,202309,912,2023,9
강원특별자치도,원주시,202312,936,2023,12
강원특별자치도,원주시,202403,1001,2024,3
강원특별자치도,원주시,202406,1005,2024,6
강원특별자치도,원주시,202409,1028,2024,9
강원특별자치도,원주시,202412,1113,2024,12
강원특별자치도,원주시,202503,1092,2025,3
강원특별자치도,원주시,202506,1134,2025,6
강원특별자치도,인제군,202306,136,2023,6
강원특별자치도,인제군,202309,173,2023,9
강원특별자치도,인제군,202312,156,2023,12
강원특별자치도,인제군,202403,153,2024,3
강원특별자치도,인제군,202406,152,2024,6
강원특별자치도,인제군,202409,172,2024,9
강원특별자치도,인제군,202412,175,2024,12
강원특별자치도,인제군,202503,176,2025,3
강원특별자치도,인제군,202506,165,2025,6
강원특별자치도,정선군,202306,34,2023,6
강원특별자치도,정선군,202309,35,2023,9
강원특별자치도,정선군,202312,30,2023,12
강원특별자치도,정선군,202403,26,2024,3
강원특별자치도,정선군,202406,32,2024,6
강원특별자치도,정선군,202409,42,2024,9
강원특별자치도,정선군,202412,57,2024,12
강원특별자치도,정선군,202503,58,2025,3
강원특별자치도,정선군,202506,72,2025,6
강원특별자치도,철원군,202306,609,2023,6
강원특별자치도,철원군,202309,616,2023,9
강원특별자치도,철원군,202312,601,2023,12
강원특별자치도,철원군,202403,608,2024,3
강원특별자치도,철원군,202406,631,2024,6
강원특별자치도,철원군,202409,658,2024,9
강원특별자치도,철원군,202412,630,2024,12
강원특별자치도,철원군,202503,609,2025,3
강원특별자치도,철원군,202506,638,2025,6
강원특별자치도,춘천시,202306,298,2023,6
강원특별자치도,춘천시,202309,296,2023,9
강원특별자치도,춘천시,202312,298,2023,12
강원특별자치도,춘천시,202403,313,2024,3
강원특별자치도,춘천시,202406,325,2024,6
강원특별자치도,춘천시,202409,338,2024,9
강원특별자치도,춘천시,202412,341,2024,12
강원특별자치도,춘천시,202503,357,2025,3
강원특별자치도,춘천시,202506,361,2025,6
강원특별자치도,태백시,202306,30,2023,6
강원특별자치도,태백시,202309,33,2023,9
강원특별자치도,태백시,202312,38,2023,12
강원특별자치도,태백시,202403,43,2024,3
강원특별자치도,태백시,202406,42,2024,6
강원특별자치도,태백시,202409,51,2024,9
강원특별자치도,태백시,202412,60,2024,12
강원특별자치도,태백시,202503,58,2025,3
강원특별자치도,태백시,202506,58,2025,6
강원특별자치도,평창군,202306,134,2023,6
강원특별자치도,평창군,202309,136,2023,9
강원특별자치도,평창군,202312,147,2023,12
강원특별자치도,평창군,202403,133,2024,3
강원특별자치도,평창군,202406,158,2024,6
강원특별자치도,평창군,202409,165,2024,9
강원특별자치도,평창군,202412,166,2024,12
강원특별자치도,평창군,202503,172,2025,3
강원특별자치도,평창군,202506,188,2025,6
강원특별자치도,홍천군,202306,482,2023,6
강원특별자치도,홍천군,202309,561,2023,9
강원특별자치도,홍천군,202312,520,2023,12
강원특별자치도,홍천군,202403,501,2024,3
강원특별자치도,홍천군,202406,546,2024,6
강원특별자치도,홍천군,202409,584,2024,9
강원특별자치도,홍천군,202412,540,2024,12
강원특별자치도,홍천군,202503,534,2025,3
강원특별자치도,홍천군,202506,544,2025,6
강원특별자치도,화천군,202306,94,2023,6
강원특별자치도,화천군,202309,114,2023,9
강원특별자치도,화천군,202312,113,2023,12
강원특별자치도,화천군,202403,112,2024,3
강원특별자치도,화천군,202406,112,2024,6
강원특별자치도,화천군,202409,110,2024,9
강원특별자치도,화천군,202412,118,2024,12
강원특별자치도,화천군,202503,109,2025,3
강원특별자치도,화천군,202506,112,2025,6
강원특별자치도,횡성군,202306,387,2023,6
강원특별자치도,횡성군,202309,430,2023,9
강원특별자치도,횡성군,202312,420,2023,12
강원특별자치도,횡성군,202403,439,2024,3
강원특별자치도,횡성군,202406,490,2024,6
강원특별자치도,횡성군,202409,518,2024,9
강원특별자치도,횡성군,202412,530,2024,12
강원특별자치도,횡성군,202503,546,2025,3
강원특별자치도,횡성군,202506,564,2025,6
경기도,가평군,200906,108,2009,6
경기도,가평군,200912,108,2009,12
경기도,가평군,201006,168,2010,6
경기도,가평군,201012,173,2010,12
경기도,가평군,201106,168,2011,6
경기도,가평군,201112,114,2011,12
경기도,가평군,201206,117,2012,6
경기도,가평군,201212,107,2012,12
경기도,가평군,201303,202,2013,3
경기도,가평군,201306,109,2013,6
경기도,가평군,201309,116,2013,9
경기도,가평군,201312,120,2013,12
경기도,가평군,201403,106,2014,3
경기도,가평군,201406,113,2014,6
경기도,가평군,201409,115,2014,9
경기도,가평군,201412,137,2014,12
경기도,가평군,201503,122,2015,3
경기도,가평군,201506,130,2015,6
경기도,가평군,201509,138,2015,9
경기도,가평군,201512,129,2015,12
경기도,가평군,201603,123,2016,3
경기도,가평군,201606,145,2016,6
경기도,가평군,201609,156,2016,9
경기도,가평군,201612,147,2016,12
경기도,가평군,201703,138,2017,3
경기도,가평군,201706,140,2017,6
경기도,가평군,201709,133,2017,9
경기도,가평군,201712,128,2017,12
경기도,가평군,201803,123,2018,3
경기도,가평군,201806,131,2018,6
경기도,가평군,201809,133,2018,9
경기도,가평군,201812,128,2018,12
경기도,가평군,201903,135,2019,3
경기도,가평군,201906,147,2019,6
경기도,가평군,201909,138,2019,9
경기도,가평군,201912,132,2019,12
경기도,가평군,202003,134,2020,3
경기도,가평군,202006,119,2020,6
경기도,가평군,202009,114,2020,9
경기도,가평군,202012,117,2020,12
경기도,가평군,202103,113,2021,3
경기도,가평군,202106,108,2021,6
경기도,가평군,202109,107,2021,9
경기도,가평군,202112,110,2021,12
경기도,가평군,202203,116,2022,3
경기도,가평군,202206,118,2022,6
경기도,가평군,202209,132,2022,9
경기도,가평군,202212,145,2022,12
경기도,가평군,202303,139,2023,3
경기도,가평군,202306,144,2023,6
경기도,가평군,202309,153,2023,9
경기도,가평군,202312,173,2023,12
경기도,가평군,202403,207,2024,3
경기도,가평군,202406,213,2024,6
경기도,가평군,202409,206,2024,9
경기도,가평군,202412,198,2024,12
경기도,가평군,202503,219,2025,3
경기도,가평군,202506,223,2025,6
경기도,고양시,200906,2327,2009,6
경기도,고양시,200912,2399,2009,12
경기도,고양시,201006,2221,2010,6
